职位,薪资,城市,经验,学历,公司,公司领域,公司性质,公司规模,福利标签,技能标签,岗位描述
事业协助管理,1.3-1.8万·13薪,杭州·上城区,2年及以上,大专,同方全球人寿保险有限公司浙江分公司,保险,民营,未知,双休,执行计划;目标分解;运营数据;市场分析;市场规划;渠道运营;市场运营;新媒体,市场营销管理
质检管理岗（运营分析）,9.7-13万/年,广州·天河区,2年及以上,本科,众诚汽车保险股份有限公司,保险,已上市,1000-5000人,内部培训;员工培训;五险一金,数据统计;成本预算;运营指标分析;运营分析报告;办公室坐班;正常工作制;保险,
双休--总经理助理,15-25万/年,上海·浦东新区,3年及以上,大专,江西晨鑫企业管理咨询有限公司,专业服务(咨询、人力资源、财会),民营,未知,培训评估;双休;下午茶;节日福利;专业培训,管理;激励团队;市场管理;市场经营;奖金,市场营销管理 营销策划
广州本部-企划督导岗,8.5千-1.2万,广州·天河区,2年及以上,本科,泰康人寿保险有限责任公司广东分公司,保险,民营,1000-5000人,寿险培训;五险一金;缴纳五险;节日福利,教育;保险;寿险;客户经营;获客方案;市场,金融 营销活动
国企车险专续费管理,6-8千,汉中,无需经验,高中,中国大地财产保险股份有限公司,保险,国企,10000人以上,产品培训;销售技能培训;年终奖;技能培训,电脑;客户资源;意向客户资源;车险续保;续保;联系客户;保险,销售
办公室助理,5-8千,东莞·常平镇,5年及以上,大专,富茂（上海）包装器材贸易有限公司,贸易/进出口,外资（非欧美）,少于50人,五险一金;专业培训;带薪年假;补充医疗保险,行政专员;文员;商业保险,
康养规划师,8千-1.2万,深圳·福田区,1-3年,大专,中宏人寿保险有限公司深圳分公司福田营销服务部,保险,国企,10000人以上,专业培训;出国机会;员工旅游,保险;养老规划;持续发展,
事业管理岗--双休,18-30万/年,南京·秦淮区,2年及以上,大专,江西晨鑫企业管理咨询有限公司,专业服务(咨询、人力资源、财会),民营,未知,双休;下午茶;节日福利;专业培训,管理;团队建设;市场经营;市场分析;市场规划;商务管理;奖金,市场营销管理
销售管理岗,8-13万/年,昆明·西山区,2年及以上,本科,亚太财产保险有限公司,保险,民营,1000-5000人,五险一金;绩效奖金;节日福利;带薪年假;专业培训;定期体检,业务追踪;业绩监控;保险,销售规划 销售激励
国企车险专续费管理,6-8千,台州·椒江区,无需经验,高中,中国大地财产保险股份有限公司,保险,国企,10000人以上,产品培训;销售技能培训;年终奖;技能培训,电脑;客户资源;意向客户资源;车险续保;续保;联系客户;保险,销售
清远-招聘组训岗,6千-1万·14薪,清远,2年及以上,本科,泰康人寿保险有限责任公司广东分公司,保险,民营,1000-5000人,培训;新人培训;专业培训;年终奖,训练;业务计划;衔接教育;推动方案;晋升考核;激励活动;增员计划;保险,销售
保险售后服务专员5千起,3-5千,大连·沙河口区,无需经验,大专,中国人寿保险股份有限公司大连市分公司东北路营销服务部,保险,民营,未知,周末双休,保险;保单;热线接听;客户咨询解答,
内勤讲师岗,5-6.5千·13薪,绍兴·越城区,无需经验,本科,富德生命人寿保险股份有限公司浙江分公司,保险,民营,500-1000人,培训;五险一金;带薪年假;带薪病假;员工旅游;年终奖金;绩效奖金;项目奖金;专业培训;定期体检,主持;内勤,
国企车险专续费管理,6-8千,庆阳,无需经验,高中,中国大地财产保险股份有限公司,保险,国企,10000人以上,产品培训;销售技能培训;年终奖;技能培训,电脑;客户资源;意向客户资源;车险续保;续保;联系客户;保险,销售
培训部经理,1-1.4万,湛江,3年及以上,本科,泰康人寿保险有限责任公司广东分公司,保险,民营,1000-5000人,培训;培训经理;培训讲师;培训管理;五险一金;补充医疗保险;专业培训;绩效奖金;年终奖金,保险内勤;部门经理,
鼎和保险广东分公司查勘定损岗,7千-1.2万,广州·天河区,3年及以上,本科,鼎和财产保险股份有限公司广东分公司,保险,国企,500-1000人,五险一金;带薪年假;节日福利;专业培训;年终奖金;通讯补贴,财产险;理赔服务;非车险理赔;定损;查勘,
急聘-电话车险销售-双休,6千-1.2万,佛山·南海区,1年及以上,,广东佳安保险销售有限公司佛山市南海分公司,保险,民营,未知,,高薪;晋升通道;电话外呼,
销售经理,5千-1万,文山·文山市,1年及以上,大专,鼎和财产保险股份有限公司云南分公司,保险,国企,150-500人,培训,保险,
销售经理,5千-1万,西双版纳,1年及以上,大专,鼎和财产保险股份有限公司云南分公司,保险,国企,150-500人,培训,保险,
部门中层经理/主管,15-25万/年,杭州·上城区,2年及以上,大专,同方全球人寿保险有限公司浙江分公司,保险,民营,未知,周末双休;绩效奖金;弹性工作;专业培训;定期体检,市场分析;市场规划;市场管理;商务管理;商务谈判,市场营销
高级经理,20-30万/年,杭州·上城区,2年及以上,大专,同方全球人寿保险有限公司浙江分公司,保险,民营,未知,绩效奖金;弹性工作;周末双休;专业培训;定期体检;员工旅游;带薪年假;节日福利;补充医疗保险;培训,免费旅游,
事业协助管理,1.3-1.8万·13薪,杭州·上城区,2年及以上,大专,同方全球人寿保险有限公司浙江分公司,保险,民营,未知,双休,执行计划;目标分解;运营数据;市场分析;市场规划;渠道运营;市场运营;新媒体,市场营销管理
955管理岗-双休,1.5-1.8万·13薪,杭州·上城区,2年及以上,大专,同方全球人寿保险有限公司浙江分公司,保险,民营,未知,招聘培训;朝九晚五,人员管理;团队日常管理;市场策划;市场经营;商务管理;商务运营,活动策划 市场营销管理
综合负责人,1.3-1.8万·13薪,烟台·芝罘区,2年及以上,大专,同方全球人寿保险有限公司浙江分公司,保险,民营,未知,双休,团队建设;发展规划;团队运营管理;市场策划;市场经营;市场分析;市场规划;新媒体,市场营销管理 营销策划
部门中层经理/主管,15-25万/年,烟台·芝罘区,2年及以上,大专,同方全球人寿保险有限公司浙江分公司,保险,民营,未知,周末双休;绩效奖金;弹性工作;专业培训;定期体检,市场分析;市场规划;市场管理;商务管理;商务谈判,市场营销
综合经理---双休,1.2-1.8万·13薪,烟台·芝罘区,2年及以上,大专,同方全球人寿保险有限公司浙江分公司,保险,民营,未知,培训;团队建设培训;双休;朝九晚五;周末双休,管理;项目规划;资源调配;团队建设,市场推广 营销战略
穗岁康服务专员（妈妈岗，半天班双休）,100元/天,广州·天河区,无需经验,大专,中国人寿保险股份有限公司广州市第五支公司,保险,民营,未知,周末双休;双休,宣传;售后服务;二次开发;服务跟进;旅游;保险,
广州本部-企划督导岗,8.5千-1.2万,广州·天河区,2年及以上,本科,泰康人寿保险有限责任公司广东分公司,保险,民营,1000-5000人,寿险培训;五险一金;缴纳五险;节日福利,教育;保险;寿险;客户经营;获客方案;市场,金融 营销活动
家办合伙人,8千-1.5万,深圳·福田区,1年及以上,大专,中宏人寿保险有限公司深圳分公司福田营销服务部,保险,国企,10000人以上,专业培训;出国机会;员工旅游,保险;持续发展,
电商客服专员,4-8千,贵阳·花溪区,无需经验,大专,中国平安人寿保险股份有限公司,保险,外资（非欧美）,未知,五险,全勤奖;办公软件;电脑;客服;客户咨询;退换货;处理订单;服务流程;客服系统;物流查询,客户关系
康养规划师,8千-1.2万,深圳·福田区,1-3年,大专,中宏人寿保险有限公司深圳分公司福田营销服务部,保险,国企,10000人以上,专业培训;出国机会;员工旅游,保险;养老规划;持续发展,
销售精英大咖,6千-1.2万,广州·天河区,1年及以上,高中,中国人寿保险股份有限公司广州市第五支公司,保险,民营,未知,绩效奖金;专业培训;年终奖金;定期体检;员工旅游;通讯补贴;带薪年假;节日福利;弹性工作;周末双休;补充医疗保险,,
综合管理,15-30万/年,杭州·上城区,2年及以上,大专,同方全球人寿保险有限公司浙江分公司,保险,民营,未知,下午茶;双休;朝九晚五,团队统筹;运营方案;组织实施;市场分析;运营;渠道;活动;策划;商务谈判;采购;奖金,
部门经理/主管,25-40万/年,杭州·上城区,2年及以上,大专,同方全球人寿保险有限公司浙江分公司,保险,民营,未知,绩效奖金;弹性工作;周末双休;双休;下午茶;技能培训;专业培训;定期体检,奖金;免费旅游;团队建设;氛围好,
销售管理岗,8-13万/年,昆明·西山区,2年及以上,本科,亚太财产保险有限公司,保险,民营,1000-5000人,五险一金;绩效奖金;节日福利;带薪年假;专业培训;定期体检,业务追踪;业绩监控;保险,销售规划 销售激励
售后客服专员,5-8千,常州·新北区,无需经验,大专,中国人寿保险股份有限公司常州市城区支公司,保险,民营,未知,双休,售后客服;法定节假;节假日,
保险业务推动,4-8千,昆明·盘龙区,无需经验,大专,中国人寿保险股份有限公司昆明市盘龙区支公司,保险,民营,未知,做五休二,保险;市场拓展;保险行业;保险产品;品牌影响力;客户覆盖率,销售 市场营销 金融 销售策略
保险康养顾问,15-30万/年,潍坊·昌邑市,无需经验,大专,中国平安人寿保险股份有限公司山东分公司,保险,民营,10000人以上,内部培训;培训,保险;奖金;津贴;团队建设;职业发展;发展空间;晋升机会,
业务推动岗,7-9千,深圳·南山区,2年及以上,本科,阳光人寿保险股份有限公司深圳分公司,保险,民营,500-1000人,五险一金;补充医疗保险;绩效奖金;专业培训;年终奖金;餐饮补贴,数据管理;银保渠道;企划;渠道管理,市场营销
明亚保险经纪销售经理（全国展业）,2-3万,北京·朝阳区,3年及以上,本科,明亚保险经纪股份有限公司北京分公司,金融/投资/证券,民营,5000-10000人,专业培训;定期体检,保险;不限行业,
银行保险服务顾问,5千-1万,肇庆·端州区,1年,大专,太平人寿保险有限公司肇庆中心支公司,保险,国企,500-1000人,培训,全职;保险;晋升,银行 银行保险 渠道销售 金融
银保资深培训讲师(J11255),1.8-2.5万·16薪,上海·浦东新区,8-9年,本科,中信保诚人寿保险有限公司上海分公司,保险,合资,500-1000人,五险一金;带薪年假;餐饮补贴;做五休二,寿险;全薪病假,
保险运营岗,8-9千,上海·浦东新区,2-3年,本科,广东华升保险代理有限公司,金融/投资/证券,民营,少于50人,五险一金;专业培训;定期体检,保险运营专员,
理赔审核员（不涉及销售）,6-8千,杭州,无需经验,大专,信雅达（杭州）计算机服务有限公司,贸易/进出口,已上市,5000-10000人,带薪年假;带薪培训;周末双休;假日福利,会计;护理;医药学;文职;坐班;上市企业,金融
白班客服内勤/节假日休/可居家,5-8千,南平·延平区,无需经验,高中,中国大地财产保险股份有限公司,保险,国企,10000人以上,培训;年终奖;高温补贴;社保;带薪培训,居家办公;多劳多得;白班;上不封顶;团建聚餐;法定节假,电话销售
部门协助管理（国资）,1.3-1.8万·13薪,上海·浦东新区,3年及以上,大专,江西晨鑫企业管理咨询有限公司,专业服务(咨询、人力资源、财会),民营,未知,朝九晚五,指标设定;工作发展规划;工作计划;日常管理;新媒体;推广;奖金,营销策划 活动策划 市场营销管理
保险康养顾问高才计划02,1-2万,苏州,无需经验,大专,中国平安人寿保险股份有限公司,保险,已上市,未知,内部培训;补充医疗保险;专业培训,保险行业;高级管理;团队发展;保险,销售 营销 金融行业 保险销售
山东-车物管理岗（应届生投递）,5-9千,济南·历下区,无需经验,本科,中国太平洋财产保险股份有限公司山东分公司,保险,国企,5000-10000人,管理培训;培训;五险一金;补充医疗保险;交通补贴;餐饮补贴,汽车;理赔服务;车物案件;保险;校招;医疗保险,
白班客服内勤/节假日休/可居家,5-8千,呼和浩特·新城区,无需经验,高中,中国大地财产保险股份有限公司,保险,国企,10000人以上,培训;年终奖;高温补贴;社保;带薪培训,居家办公;多劳多得;白班;上不封顶;团建聚餐;法定节假,电话销售
保险经纪人,1.3-2.6万,广州·天河区,无需经验,大专,明亚保险经纪股份有限公司广东分公司,保险,民营,1000-5000人,五险一金,保险方案;保险服务;业务管理;管理能力,保险销售 金融销售 网络销售 大客户销售 渠道销售 销售主管
保险康养顾问,9千-1.8万,潍坊·奎文区,无需经验,大专,中国平安人寿保险股份有限公司山东分公司,保险,民营,10000人以上,培训,诚信;守法;保险,
保险康养顾问（越一0）,1.5-3万,广州·越秀区,无需经验,大专,中国平安人寿保险股份有限公司,金融/投资/证券,已上市,未知,绩效奖金,医学;团队建设;护理;客户咨询服务;康养;服务支持,金融 客户关系 客户关系管理 市场拓展营销
白班客服内勤/节假日休/可居家,5-8千,苏州,无需经验,高中,中国大地财产保险股份有限公司,保险,国企,10000人以上,培训;年终奖;高温补贴;社保;带薪培训,居家办公;多劳多得;白班;上不封顶;团建聚餐;法定节假,电话销售
保险康养顾问12,1-1.2万,苏州·姑苏区,无需经验,大专,中国平安人寿保险股份有限公司,保险,已上市,未知,培训;内部培训,医学;团队建设;护理;客户咨询服务;保险方案;财经;奖金;保险,金融 客户关系 客户关系管理
金融产品专员（保险））,4-8千,成都·锦江区,2-5年,大专,中国人寿保险股份有限公司成都市分公司滨江营销服务部,金融/投资/证券,国企,10000人以上,团队管理培训;弹性工作,理赔;客户资源;经营管理;二次开发;保险行业;开发维护;商业保险,销售 营销 金融
东莞保险经纪顾问,1-1.5万,东莞,无需经验,本科,明亚保险经纪股份有限公司广东分公司,保险,民营,1000-5000人,培训,保险;理赔;服务支持;客户投保;保险咨询服务;旅游;全职;团建活动;医疗保险;上不封顶;佣金,
鼎和保险广东分公司查勘定损岗,7千-1.2万,广州·天河区,3年及以上,本科,鼎和财产保险股份有限公司广东分公司,保险,国企,500-1000人,五险一金;带薪年假;节日福利;专业培训;年终奖金;通讯补贴,财产险;理赔服务;非车险理赔;定损;查勘,
养老信托规划师,2-4万,上海·徐汇区,2年及以上,大专,永达理保险经纪有限公司,保险,民营,1000-5000人,绩效奖金;专业培训;年终奖金;员工旅游;弹性工作;内部培训;培训,养老;保险;职业发展,
家族办公室高级合伙人,3-6万,上海·徐汇区,3年及以上,大专,永达理保险经纪有限公司,保险,民营,1000-5000人,绩效奖金;专业培训;年终奖金;员工旅游,团队管理;房产;税务;保险;法律;财务顾问,金融 银行 财富管理
牡丹江-客户服务岗,3-5千·16薪,牡丹江·东安区,3年及以上,本科,中意人寿保险有限公司,保险,合资,1000-5000人,员工培训;内部培训;培训,保全;财务报销;保险;兼职;持续发展;晋升;佣金,
华泰财险湖北分公司直销业务岗（风险顾问）,5千-1万,武汉·江汉区,2年及以上,本科,华泰财产保险有限公司,保险,外资（欧美）,1000-5000人,五险一金;补充医疗保险;带薪年假;年终奖金;专业培训;定期体检;有餐补;通讯补贴,财产保险;保险;子女医疗保险,
华泰财险湖北分公司中介渠道业务销售（业务发展经理）,5千-1万,武汉·江汉区,3年及以上,本科,华泰财产保险有限公司,保险,外资（欧美）,1000-5000人,培训;五险一金;补充医疗保险;带薪年假;专业培训;定期体检,财产险;保险行业;保险;子女医疗保险,保险销售
财险湖北-线上理赔岗,4-6千,武汉·江岸区,1年,本科,太平财产保险有限公司湖北分公司,保险,国企,1000-5000人,绩效奖金;五险一金,保险;保险理赔流程,金融
保单托管分析师,1-2万,上海·徐汇区,2年及以上,大专,永达理保险经纪有限公司,保险,民营,1000-5000人,绩效奖金;专业培训;年终奖金;员工旅游,保险;分析报告;理赔;保险行业;托管服务;统计学,金融 金融市场
业务助理+五险一金+周末双休+早8晚5,3-4千,青岛·市北区,无需经验,大专,中国人寿保险股份有限公司青岛市市北区第二支公司,保险,国企,10000人以上,五险一金;周末双休;系统培训;双休;员工旅游;专业培训;弹性工作;培训,待遇高;佣金;津贴;养老保险;晋升机会,
中型企业市场渠道销售经理,5千-1万,成都,3年及以上,大专,华泰财产保险有限公司,保险,外资（欧美）,1000-5000人,培训;五险一金;补充医疗保险;带薪年假;年终奖金;专业培训;定期体检;有餐补;通讯补贴,保险;子女医疗保险,
健康财富规划师（HWP）管培生,8千-1万,天津·河西区,无需经验,大专,中国人寿保险股份有限公司天津市分公司,保险,民营,未知,培训;系统培训,运营;咨询;保险;客户维护;奖金,金融 市场推广 财富管理 客户服务 财富顾问
财富规划顾问,8千-1万,天津·河西区,无需经验,大专,中国人寿保险股份有限公司天津市分公司,保险,民营,未知,培训,税务;保险;风险管理;业务拓展;服务支持,金融行业 投资 财富管理方案
中型企业市场直销业务员,4-8千,成都,2年及以上,大专,华泰财产保险有限公司,保险,外资（欧美）,1000-5000人,五险一金;补充医疗保险;带薪年假;年终奖金;专业培训;定期体检;有餐补;通讯补贴,保险;子女医疗保险,
寿险规划师（储备干部）,8千-1万,天津·河西区,无需经验,大专,中国人寿保险股份有限公司天津市分公司,保险,民营,未知,团队活动;专业培训;培训,咨询;服务;客户拜访;保险行业;保险;奖金;储备干部;年度奖金,客户服务
金融保险服务专员（带薪培训）,8千-1万,天津·河西区,无需经验,大专,中国人寿保险股份有限公司天津市分公司,保险,民营,未知,业务培训;带薪培训;培训,客户资料整理;专业咨询服务;保险,客户关系 金融保险
销售规划师,8千-1万,天津·河西区,无需经验,大专,中国人寿保险股份有限公司天津市分公司,保险,民营,未知,,,
行政助理,4-8千,天津·河西区,1年,大专,中国人寿保险股份有限公司天津市分公司,保险,民营,未知,技能培训;年终奖;带薪培训;带薪年假;五险一金;假日福利;晋升空间,节假日;发展平台;月度奖励;季度津贴,
安责险公估师,6千-1万,武汉·江汉区,1年及以上,大专,上海泛华天衡保险公估有限公司湖北分公司,计算机软件,民营,未知,缴纳五险;五险一金;包住宿,化工;注安证,
售后客户专员（半天班）,3-5千,信阳,无需经验,高中,中国人寿保险股份有限公司信阳分公司西关营销服务部,保险,已上市,50-150人,补充医疗保险;绩效奖金;专业培训;员工旅游;年终奖金;弹性工作,客服人员;售后服务,
成都县域个代专员,5千-1万,成都·金牛区,2年及以上,大专,紫金财产保险股份有限公司四川分公司,保险,国企,150-500人,专业培训;绩效奖金;五险一金;年终奖金;定期体检;补充医疗保险;节日福利;带薪年假;培训,保险;津贴;职业发展,
成都县域个代总监,8千-1.6万,成都·金牛区,3年及以上,本科,紫金财产保险股份有限公司四川分公司,保险,国企,150-500人,培训指导;五险一金;绩效奖金,项目管理;团队管理;市场分析;业务拓展;数据支持;日常运营;发展战略;业务拓展管理,
团体客户团队 团体客户数据分析岗,8千-1.2万,上海,1年及以上,本科,中国平安财产保险股份有限公司上海分公司,保险,已上市,1000-5000人,带薪年假;五险一金;年终奖金;定期体检,计算机;mysql;数据分析;excel;sql;保险;统计;互联网;核算;建模,
团体客户团队 套餐产品运营岗,8千-1.2万,上海,1年及以上,本科,中国平安财产保险股份有限公司上海分公司,保险,已上市,1000-5000人,五险一金;带薪年假,数据分析;excel;推广;信息收集;核保;精算;产品策划,客户服务 运营策略 销售支持
WWA-上海营业处经理,30-60万/年,上海·黄浦区,5年及以上,大专,北大方正人寿保险有限公司上海营业部,保险,合资,1000-5000人,培训;团队建设培训;绩效奖金,管理;项目规划;资源调配;系统化管理,市场营销 市场推广 营销战略 销售系统管理
WWA-高层管理储备经理,40-70万/年,上海·黄浦区,3年及以上,本科,北大方正人寿保险有限公司上海营业部,保险,合资,1000-5000人,双休;绩效奖金;专业培训;弹性工作;带薪年假;员工旅游;补充医疗保险;周末双休;出国机会;培训,管理;晋升,
团险客户经理,5千-1万·13薪,南昌·红谷滩区,3年及以上,本科,招商信诺人寿保险有限公司江西分公司,保险,合资,少于50人,,咨询;业务咨询;客户追踪;理赔;保单变更;展业;客户登记;给付;客户积累;保险,客户服务
销售推动岗,12-24万/年,济南·历下区,5年及以上,本科,中国平安人寿保险股份有限公司,金融/投资/证券,已上市,未知,五险一金;定期体检,保险;养老;开发新客户;关系维护;服务咨询,销售 金融 财富管理 销售行业 金融销售
总公司 团险职域部 团险企划岗,8千-1万·16薪,上海·浦东新区,1-3年,本科,陆家嘴国泰人寿保险有限责任公司,金融/投资/证券,合资,500-1000人,五险一金;专业培训,数据分析;ppt;保险;保险行业;企划督导;业务督导;产品研究;活动企划;业务方案,
电销团队长,7千-1.4万,佛山,2年及以上,大专,广东佳安保险销售有限公司佛山市南海分公司,保险,民营,50-150人,培训;业务培训;五险一金;补充医疗保险;补充公积金,谈判;数据统计;带队;团队目标;电销团队,销售 营销建议
个险业务中心-销售训练岗(J14014),6-9千·15薪,成都·锦江区,3年及以上,本科,大家人寿保险股份有限公司,保险,民营,未知,培训;培训体系;赋能培训,训练规划;训后追踪;ppt;课程开发;保险,
个人养老税优规划师,5千-1万,郑州,无需经验,大专,中英人寿保险有限公司河南分公司郑州金水营销服务部,保险,民营,50-150人,补充医疗保险;专业培训;出国机会;员工旅游,健康管理;客群经营;量身定制;养老;养老规划;规划师,财富管理方案
投资理财顾问,1.2-2万,杭州·上城区,2年及以上,大专,中国人寿保险股份有限公司杭州市分公司,计算机软件,民营,未知,绩效奖金,管理;理赔;团队组建;发掘潜在客户;维护现有客户;信息咨询,销售 财富管理 金融理财 管理客户关系
个险业务中心-经代管理岗(J14013),6-9千·15薪,成都·锦江区,5年及以上,本科,大家人寿保险股份有限公司,保险,民营,未知,五险一金;绩效奖金;节日福利;带薪年假;专业培训;餐饮补贴,合作协议;保险;团队带领;经代渠道对接,
中支重客业务负责人/客户经理,6千-1.2万,成都·金牛区,3年及以上,本科,紫金财产保险股份有限公司四川分公司,保险,国企,150-500人,绩效奖金;五险一金;专业培训,团队管理;团队建设;开拓市场;增长策略;关系维护拓展;保险,销售 客户开发拓展
综合金融客户经理,1.1-1.8万,杭州·上城区,无需经验,大专,中国人寿保险股份有限公司杭州市分公司,计算机软件,民营,未知,节日福利;周末双休,发展新客户;维护现有客户;保险,财富管理 金融理财 销售及推广 管理客户关系 产品营销
WWA-市场拓展管理岗,30-60万/年,上海·黄浦区,5年及以上,本科,北大方正人寿保险有限公司上海营业部,保险,合资,1000-5000人,年终奖金;补充医疗保险;弹性工作;员工旅游;周末双休;节日福利;带薪年假;培训,全勤奖,
银行服务顾问,5千-1万,肇庆·端州区,1年及以上,大专,太平人寿保险有限公司肇庆中心支公司,保险,国企,500-1000人,晋升空间,理财;资产配置;保险;央企;职级津贴;津贴;佣金,银行 银行保险 金融销售 渠道销售 投资 销售辅助
金融服务专员,1-2万,杭州·上城区,1年,本科,中国人寿保险股份有限公司杭州市分公司,计算机软件,民营,未知,培训;业务培训;免费培训;员工旅游,管理;经济;客户维护;二次开发;发展规划;保险产品;旅游,销售 金融
