职位,薪资,城市,经验,学历,公司,公司领域,公司性质,公司规模,福利标签,技能标签,岗位描述
抖店运营及售后（年底冲刺小白可做）,6-8千,武汉,无需经验,初中及以下,株洲滤缎汪商贸有限公司,贸易/进出口,民营,未知,,抖店;平台客服;手机打字,
商业中心招商营运总经理,30-50万/年,上海·松江区,5年及以上,本科,上海宏都科技投资有限公司,物业管理/商业中心,民营,少于50人,五险一金;绩效奖金;年终奖金;专业培训;带薪年假;通讯补贴;交通补贴;员工旅游;培训;节假日福利;绩效提成,,
招商营运经理,1-1.5万·14薪,武汉·武昌区,3-4年,本科,天门万达广场商业管理有限公司,物业管理/商业中心,已上市,50-150人,周末双休;带薪年假;五险一金;节日福利;餐饮补贴;绩效奖金;专业培训;定期体检;年终奖金,包三餐,营销策划
招商营运主管,7-9千·16薪,清远·清城区,3年及以上,本科,广州市粤新商业管理有限公司,物业管理/商业中心,国企,10000人以上,五险一金;定期体检;餐饮补贴;双休;过节费;高温补贴,招商营运,
抖店运营及售后(年底冲刺小白可做）,6-8千,成都,无需经验,初中及以下,株洲滤缎汪商贸有限公司,贸易/进出口,民营,未知,培训;提成,抖店;平台客服;手机打字;回复;时间自由;日结;多劳多得;奖金;无需坐班,
招商营运专业经理,1-1.4万,南京·高淳区,3年及以上,大专,上海宝龙商业地产管理有限公司南京高淳分公司,物业管理/商业中心,民营,50-150人,五险一金;年终奖金;绩效奖金;餐饮补贴;专业培训,,
营运经理/主管,1-1.5万,武汉·江汉区,3年及以上,本科,湖北新佳丽商业管理有限公司,物业管理/商业中心,民营,150-500人,餐饮补贴;定期体检;五险,现场运营管理;突发事件应对;现场运营;客诉处理;商户管理;商业综合体,
营运主管,8.5千-1.1万,上海·浦东新区,3年及以上,大专,上海世茂鼎宏商业有限公司,物业管理/商业中心,合资,1000-5000人,,经营分析;进场装修;保险理赔;经营分析报告;办证;突发事件处理,销售业绩统计
招商营运高级经理（负责人）,2-2.3万,广州·越秀区,8年及以上,大专,阳光智博,物业管理/商业中心,民营,未知,五险一金;带薪年假;节日福利;周末双休,,
商业-营运主管,9千-1.2万·14薪,深圳·龙岗区,3年及以上,本科,仁恒置地（深圳）有限公司,房地产,外资（非欧美）,50-150人,餐饮补贴;弹性工作;五险一金;通讯补贴;交通补贴,管理;租金收缴;营运规范;商户经营;运营品质管理;运营管理,
营运经理,12-14万/年,南京·鼓楼区,3-5年,大专,金盛集团,多元化业务集团公司,民营,5000-10000人,五险一金;交通补贴;绩效奖金;节日福利,财务管理;团队管理;运营管理;招商;购物中心;营运管理;数字,
银行营运部支付服务专员,15-30万/年,上海·浦东新区,3年及以上,本科,俄罗斯外贸银行公众股份公司上海分行,银行,外资（欧美）,150-500人,五险一金;定期体检;年终奖金;带薪年假,cnaps;banking;payment;支付清算;国际结算;跨境人民币;汇款,银行
抖店运营及售后(年底冲刺小白可做）,6-8千,南京,无需经验,初中及以下,株洲滤缎汪商贸有限公司,贸易/进出口,民营,未知,提成;培训,抖店;平台客服;手机打字;奖金;无需坐班;日结;多劳多得;时间自由,
营运高级专员,4.2-4.5千·14薪,荆州·沙市区,3-5年,本科,荆州新城吾悦商业管理有限公司,计算机软件,外资（非欧美）,未知,五险一金;专业培训;带薪年假;节日福利;年终奖金;定期体检;通讯补贴;包吃,商户管理;现场管理;市场调研;巡场,
跨境运营助理（学徒）,3-6千,铜陵·枞阳县,无需经验,中技/中专,铜陵市南北晨服饰有限公司,服装/纺织/皮革,民营,未知,系统培训;五险一金;绩效奖金;专业培训;员工旅游;节日福利,,
营运专员（零售专员）,4.7-5.2千·13薪,成都·郫都区,3-4年,大专,成都佛罗伦萨小镇,奢侈品/收藏品/工艺品/珠宝,外资（欧美）,50-150人,培训;免费班车,店铺日常运营;品牌知识;价签管理;店铺经营;人员管理;英语沟通;服务业;微软办公软件,销售跟踪
抖店运营及售后(年底冲刺小白可做）,6-8千,成都,无需经验,初中及以下,株洲滤缎汪商贸有限公司,贸易/进出口,民营,未知,培训;提成,抖店;平台客服;手机打字;回复;时间自由;日结;多劳多得;奖金;无需坐班,
招商营运文员-广州保利广场,5-6千,广州·海珠区,1年及以上,大专,保利商旅产业发展有限公司,酒店/旅游,国企,5000-10000人,五险一金;年终奖金;定期体检;餐饮补贴;带薪年假;节日福利;双休;通讯补贴,cad;租赁;电脑;会议纪要;台账,
营运督导经理（家俱）,1.2-2万,广州·黄埔区,3年及以上,大专,广州康耐登家居用品有限公司,家居/室内设计/装潢,合资,500-1000人,免费班车;专业培训;绩效奖金;弹性工作;餐饮补贴,赋能;运营;督导;管理;门店,
营运员工,3.4-3.5千·13薪,重庆·南岸区,无需经验,大专,重庆城堡影院有限公司,影视/媒体/艺术/文化传播,民营,未知,五险一金;员工旅游;交通补贴;餐饮补贴;专业培训;出国机会;年终奖金;带薪年假,电影行业;检票;服务行业,
抖店运营及售后（年底冲刺小白可做）,6-8千,广州,无需经验,初中及以下,株洲滤缎汪商贸有限公司,贸易/进出口,民营,未知,提成;培训,抖店;平台客服;手机打字;时间自由;奖金;无需坐班;日结;多劳多得,
营运督导经理,1.5-2.5万,佛山·顺德区,2-3年,大专,广东博领智能家居科技有限公司,家具/家电/玩具/礼品,民营,150-500人,员工福利;培训;导购培训,社会保险;策划活动方案;选址开拓;促销;家具,营销计划
营运专员（双休）,4.5-5千·13薪,西安·碑林区,1年,大专,西安华清科教产业（集团）有限公司,房地产,民营,1000-5000人,五险一金;绩效奖金;年终奖金;餐饮补贴;定期体检;节日福利;员工旅游;带薪年假,现场管理;租金收取,销售管理
购物中心营运经理,8千-1万,武汉·汉阳区,3年及以上,大专,武汉汉阳人信汇商业管理有限公司,物业管理/商业中心,民营,150-500人,五险一金;绩效奖金;年终奖金;专业培训;定期体检;带薪年假;双休;节假日福利,经营管理;催缴;费用收取,
抖店运营及售后（年底冲刺小白可做）,6-8千,武汉,无需经验,初中及以下,株洲滤缎汪商贸有限公司,贸易/进出口,民营,未知,,抖店;平台客服;手机打字,
营运经理/主管,1-1.5万,武汉·江汉区,3年及以上,本科,湖北新佳丽商业管理有限公司,物业管理/商业中心,民营,150-500人,餐饮补贴;定期体检;五险,现场运营管理;突发事件应对;现场运营;客诉处理;商户管理;商业综合体,
营运经理（重庆区域内调配）,1.3-1.5万·16薪,重庆·巴南区,3年及以上,大专,重庆巴南万达广场商业管理有限公司,物业管理/商业中心,民营,未知,五险一金,办公软件;数据分析;协调;购物中心;租费收缴;维稳;经营数据;部门负责人;商业法律法规;帮扶方案,
营运主管,8.5千-1.1万,上海·浦东新区,3年及以上,大专,上海世茂鼎宏商业有限公司,物业管理/商业中心,合资,1000-5000人,,经营分析;进场装修;保险理赔;经营分析报告;办证;突发事件处理,销售业绩统计
抖店运营（接受小白）,6-8千,沈阳,无需经验,初中及以下,株洲滤缎汪商贸有限公司,贸易/进出口,民营,未知,提成;培训,抖店;平台客服;手机打字;无需坐班;奖金;多劳多得;日结;时间自由,
招商营运主管,7-9千·16薪,清远·清城区,3年及以上,本科,广州市粤新商业管理有限公司,物业管理/商业中心,国企,10000人以上,五险一金;定期体检;餐饮补贴;双休;过节费;高温补贴,招商营运,
商业中心招商营运总经理,30-50万/年,上海·松江区,5年及以上,本科,上海宏都科技投资有限公司,物业管理/商业中心,民营,少于50人,五险一金;绩效奖金;年终奖金;专业培训;带薪年假;通讯补贴;交通补贴;员工旅游;培训;节假日福利;绩效提成,,
营运TC副经理/高级主任 - 虹桥新天地,28-38万/年,上海·闵行区,5-8年,本科,瑞安管理（上海）有限公司,房地产,外资（非欧美）,500-1000人,五险一金;做五休二;年终奖金;专业培训;定期体检;带薪年假;节日福利;节假日福利,职业发展;持续发展;调试;验收,
营运管理岗,7千-1.4万·14薪,深圳·罗湖区,1年及以上,硕士,华润（深圳）有限公司,多元化业务集团公司,国企,150-500人,年终奖金;定期体检;通讯补贴;交通补贴,租户日常管理;办公软件;外语;英语六级;经营提升;应收账款催缴;六险一金,
影院营运主管（值班经理）,6-7千,上海·浦东新区,3年及以上,大专,上海帝泰发展有限公司,物业管理/商业中心,外资（非欧美）,500-1000人,五险一金,管理;数据分析;团队管理;客户投诉;处理突发事件;政策法规;售票;供应商档案;考核供应商,营销方案
营业规划经理（果汁）,1.5-2万,湖州·吴兴区,5-10年,本科,中禾宝桑生物科技有限公司,快速消费品(食品、饮料、化妆品),合资,150-500人,五险一金;补充医疗保险;年终奖金;员工旅游,营业计划;促销;新品上市;数据分析;快消品行业,监控销售数据 市场推广
营运助理,3.6-4千·16薪,玉溪,无需经验,本科,玉溪万达广场商业管理有限公司,物业管理/商业中心,民营,50-150人,年终奖金;节日福利;带薪年假;定期体检,数据分析;cad;巡查;消费者调研;商户沟通;商户经营分析;费用催缴,
品牌营运,5.5千-1万,南宁,3年及以上,大专,广西南宁海鹏食品有限公司,快速消费品(食品、饮料、化妆品),民营,50-150人,员工旅游,办公软件;数据分析;采购;谈判;法律法规;供应链管理;降低采购成本;物料供应;订单执行;供应商筛选,
营运与人力资源部副经理,8千-1.5万,中山,2年及以上,本科,中山市金中电热科技有限公司,家具/家电/玩具/礼品,民营,150-500人,员工培训;绩效奖金;年终奖金;专业培训;餐饮补贴;员工旅游;通讯补贴;五险;培训,行政管理;安全管理;公司活动,
营运职员（零售业态）,8-10万/年,宁波,1年及以上,本科,宁波阪急商业有限公司,物业管理/商业中心,合资,150-500人,五险一金;交通补贴;通讯补贴;年终奖金;定期体检;高温补贴;带薪年假;节日福利;员工食堂,办公软件;推广;陈列,
营运助理,4.5-6千,无锡,2年,大专,无锡海岸城商业经营管理有限公司,物业管理/商业中心,民营,150-500人,五险一金;员工旅游;餐饮补贴;年终奖金,,
山东大区销售运营经理,8千-1.5万,济宁,3年及以上,大专,宁波赢商贸易有限公司,服装/纺织/皮革,民营,150-500人,,,
店铺运营（直营店）,8千-1万·15薪,宁波·北仑区,3年及以上,大专,宁波怡人玩具有限公司,家具/家电/玩具/礼品,外资（欧美）,1000-5000人,团队管理培训;五险一金;绩效奖金,办公软件;数据分析;excel;谈判;word;ppt;快消品行业;运营管理;母婴行业,
运营总监,1-2万,海口,2年及以上,,海口市尚心传媒有限公司,互联网/电子商务,民营,少于50人,年终奖金,短视频,
营运中心助理（文职岗）,3.5-4.5千,襄阳·樊城区,1年及以上,大专,湖北百鲜企业管理有限公司,快速消费品(食品、饮料、化妆品),民营,1000-5000人,五险一金;员工旅游;专业培训;绩效奖金;弹性工作;交通补贴;餐饮补贴;五险;零食下午茶;带薪年假,单休,
新零售运营（OMO),7千-1万·22薪,深圳·福田区,3年及以上,本科,博西家用电器（中国）有限公司,家具/家电/玩具/礼品,外资（欧美）,1000-5000人,交通补贴;五险一金;补充医疗保险,数据分析;运营;天猫;店铺运营;电商运营;kpi考核;家电;O2O;OMO,营销
社区运营官（提供单间住宿）,6千-1万,上海·宝山区,无需经验,大专,金地商置集团有限公司,计算机服务(系统、数据服务、维修),民营,少于50人,五险一金;绩效奖金;定期体检;餐饮补贴;节日福利;带薪年假;通讯补贴;高温补贴;包住宿,公寓运营,销售 客户服务
内容运营经理-东原致新城更,9千-1.2万,重庆,3年及以上,本科,成都皓博房地产开发有限责任公司重庆分公司,房地产,民营,未知,五险一金;绩效奖金;节日福利;定期体检;带薪年假;交通补贴;通讯补贴;周末双休,社区营造,
培训运营（线下运营方向）,2-3.5万,北京,5-7年,,北京三快在线科技有限公司,互联网/电子商务,已上市,10000人以上,,,
跨境营运中心-跨境业务数据报送岗 ID198901,1-1.8万,上海,3年及以上,本科,东亚银行（中国）有限公司,银行,外资（非欧美）,1000-5000人,五险一金;补充医疗保险,office;运维;数据统计;系统运维;测试上线;数据报送;监管政策;数据质量提升,金融
O2O运营经理(J12249),2.5-4万·13薪,广州·天河区,5年及以上,本科,广州舒客科技有限公司,快速消费品(食品、饮料、化妆品),民营,5000-10000人,,用户运营;o2o平台;零售行业;美团闪送;京东秒送;淘宝闪购;饿了吗,用户增长 精细化运营
直播运营总监,5千-1万,武汉·黄陂区,1年及以上,,湖北千湖之省农业集团有限公司,批发/零售,民营,少于50人,绩效奖金;年终奖金,数据分析;团队管理;互联网;直播;协调;运营报告;直播行业;直播流程;直播数据;直播策略,
运营经理,12-24万/年,赣州,5年及以上,硕士,赣州市国有资产投资集团有限公司,多元化业务集团公司,国企,500-1000人,五险一金;带薪年假;绩效奖金;专业培训,运营;招投标;信息化项目;互联网平台;数字化平台;国有企业,市场推广
平台运营经理,1-2万,北京,3年及以上,本科,中粮集团有限公司,多元化业务集团公司,国企,10000人以上,五险一金;年终奖金;专业培训;定期体检;餐饮补贴;节日福利;交通补贴;带薪年假,采购;供应链;电子商务;平台运营,
私域社群运营,6千-1万,深圳,2年及以上,本科,深圳立美力服装有限公司,服装/纺织/皮革,民营,500-1000人,五险一金;绩效奖金;年终奖金,运营;社群运营;私域流量运营;社群数据;社群工具;私域流量池;微信生态;数据分析,
运营岗（会务））,7-10万/年,广州·南沙区,3年及以上,本科,广州南沙旅游发展有限公司,酒店/旅游,国企,150-500人,五险一金,安全管理;服务;后勤保障;餐饮服务;调试设备;投影仪;音响;物资回收;摆台;日常清洁;全勤奖,
电商运营经理,1.3-2万,无锡·江阴市,3年及以上,本科,海澜集团有限公司,多元化业务集团公司,民营,10000人以上,,数据分析;团队管理;电子商务;分析报告;服装;平台大,活动策划 运营策略
精品超市运营助理主管,7千-1万·14薪,上海·长宁区,1-2年,大专,上海高岛屋百货有限公司,批发/零售,外资（非欧美）,150-500人,带薪年假;五险一金;节日福利;餐饮补贴;交通补贴;定期体检;补充医疗保险,库存;报表汇总;保质期检查,销售数据
temu运营组长/主管,1-1.5万,深圳·龙华区,3-5年,大专,深圳市玥芯通科技有限公司,通信/电信/网络设备,民营,150-500人,五险一金;员工旅游,数据分析;团队管理;推广计划;亚马逊;速卖通;库存数据;平台资源;temu,销售 销售策略
净菜加工-运营专家,1.5-3万,北京,3-4年,,北京三快在线科技有限公司,互联网/电子商务,已上市,10000人以上,,,
用户运营主管（周末双休）,1.2-1.8万,广州·天河区,3-5年,本科,广东星鼎通信科技有限公司,通信/电信运营、增值服务,民营,50-150人,年终奖;餐补;缴纳五险,运营;产品运营;用户运营;拉新;运营支持;功能迭代;用户心理;促活,运营策略 用户增长
高级运营支撑专员YB2507,9千-1.1万,杭州·滨江区,5年及以上,本科,华数传媒网络有限公司,通信/电信运营、增值服务,国企,10000人以上,培训计划;培训;五险一金,宣传;大数据;广告;心理学;新媒体运营;市场活动;新闻;社会学,市场营销
内容运营总监,1.5-2.5万,杭州·余杭区,5年及以上,本科,现代联合控股集团有限公司,多元化业务集团公司,民营,1000-5000人,绩效管理;餐饮补贴;专业培训,项目管理;摄影;视频剪辑;微信公众号;微博;ip;前期预热,营销方案 内容营销
社群运营,4-5千,郑州,1年及以上,大专,郑州皮皮信息咨询有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,,社群运营,
运营专员,4-8千,福州,1年及以上,本科,福州南起云山科技有限公司,计算机软件,民营,少于50人,五险一金;补充医疗保险,数据分析;运营;运营管理;电子商务;管理学;用户体验;互联网行业,市场营销 运营策略
电商运营经理,1.5-2万·15薪,宁波·北仑区,3年及以上,本科,宁波钰诚企业管理咨询有限公司,专业服务(咨询、人力资源、财会),民营,50-150人,五险一金;员工旅游,计算机;管理;运营;团队建设;电子商务;产品推广;电商平台;京东;订单处理;产品发布,
电商运营经理/主管,4-8千,九江·柴桑区,3-5年,中技/中专,江西龙腾生物高科技有限公司,医疗设备/器械,民营,50-150人,五险一金;双休;生日福利,数据分析;excel;医疗器械;成本控制;office;运营管理;电商,营销 营销策划 营销推广
电商运营（京东&天虹）周末双休,1-1.5万,深圳·龙岗区,3年及以上,本科,雅兰实业（深圳）有限公司,家具/家电/玩具/礼品,外资（非欧美）,1000-5000人,周末双休;双休,数据分析;需求分析;电子商务;补货;库存管理;广告投放;数据收集,销售 活动策划 销售计划
天猫旗舰店/超市资深运营,1.2-1.4万·13薪,广州,3年及以上,大专,瑞德卫生纸品有限公司,快速消费品(食品、饮料、化妆品),外资（非欧美）,150-500人,五险一金;绩效奖金;定期体检,数据分析;运营;推广;网络;crm,销售 营销 营销策略 活动策划 营销方案
电商运营总监,1.5-2万,广州·番禺区,5年及以上,本科,广东铁达信实业有限公司,通信/电信/网络设备,民营,50-150人,,运营;运营管理;市场分析;电商平台;电商运营;运营数据;策略制定,客户服务 运营策略
新媒体运营,5-8千,昆明·官渡区,3年及以上,大专,云南祺为财务管理咨询有限公司,会计/审计,民营,50-150人,绩效奖金;年终奖金;五险;定期体检;员工旅游;专业培训,,
无人车业务部-业务运营管理,2-3万,深圳,3-4年,,北京三快在线科技有限公司,互联网/电子商务,已上市,10000人以上,,,
天猫运营专员,5千-1万,上海·静安区,3年及以上,本科,海澜之家集团股份有限公司,多元化业务集团公司,民营,10000人以上,五险一金;周末双休,运营计划;gmv;天猫后台;售后问题;dsr;管理客服团队;视觉策划;询单转化率,营销 运营策略
跨境运营合伙人,1.2-2万·15薪,宁波·鄞州区,3年及以上,本科,宁波新海威进出口有限公司,贸易/进出口,民营,50-150人,五险一金,团队管理;市场调研;英语四级;维护;竞品分析;店铺运营;跨境电商,销售计划 销售策略 营销推广
市场销售营运部经理,25-45万/年,深圳·坪山区,5年及以上,本科,广东曼森净化科技有限公司,建筑/建材/工程,民营,50-150人,下午茶;餐补;双休;培训;购买五险;五险一金,洁净工程;净化工程;客户代表;团建;年度体检;公积金,大客户开发
电商运营经理-双休-提供食宿,1.5-2万,佛山·南海区,5年及以上,本科,亚洲电缆集团有限公司,机械/设备/重工,民营,500-1000人,,,
新媒体运营,8千-1万,合肥·肥西县,3年及以上,大专,合肥澳德力油墨有限公司,石油/化工/矿产/地质,合资,少于50人,五险,抖音;视频剪辑;微博;短视频拍摄;剪辑软件;知乎;新媒体行业;剪辑制作;短视频账号;独立运营,
跨境电商运营,1.2-1.3万,广州,5年及以上,大专,广州康斯日用品科技有限公司,互联网/电子商务,事业单位,少于50人,,,
平台电商运营,3.5-6千,石家庄,5年及以上,高中,河北呈森贸易有限公司,批发/零售,民营,少于50人,年终奖金;餐饮补贴;五险,详情页;打印订单;平台日常维护;上架产品;面议,
跨境电商运营专员,4.5-9千,厦门,1-3年,大专,厦门市星越跨界科技有限公司,贸易/进出口,创业公司,少于50人,补充医疗保险,敦煌网经验;数据分析;listing优化;卖点提炼;店铺日常运营,营销推广 精细化运营
海外仓运营经理,2.5-3.5万,深圳·龙岗区,5年及以上,本科,广州品晟供应链科技有限公司,贸易/进出口,外资（非欧美）,150-500人,五险一金;带薪年假;带薪病假;员工旅游;年终奖金;绩效奖金;出国机会;股票期权,海外仓;跨境物流;欧美地区;保险,
销售助理（运营）,6-9千,南京,2年及以上,本科,国金黄金股份有限公司,奢侈品/收藏品/工艺品/珠宝,民营,1000-5000人,,办公软件;数据分析;excel;word;预算;ppt;财务管理;会议纪要;工商管理,市场营销
运营副总,2-4万,张家港,10年及以上,本科,江苏国富氢能技术装备股份有限公司,机械/设备/重工,民营,150-500人,,英语;谈判;团队管理;市场分析;产品推广;商务;市场动态;品牌建设,销售渠道 战略规划
团体客户团队 团体客户服务及运营岗,8千-1.4万,上海,1年及以上,本科,中国平安财产保险股份有限公司上海分公司,保险,已上市,1000-5000人,带薪年假;五险一金;年终奖金,运营优化;客户运营;优化客户体验;策略优化;需求分析;业务洞察,营销策划 数据驱动
考研项目 运营培训生（市场方向）,6-9千,南昌,无需经验,本科,新东方大学事业部,教育/培训/院校,已上市,150-500人,培训,数据分析;运营;团队管理;调研;市场信息;学生会;市场宣传;社团干部;资源挖掘;兼职;大学生,市场营销
TK小店运营,1-1.4万,深圳,3年及以上,大专,广东思锐光学股份有限公司,仪器仪表/工业自动化,民营,500-1000人,绩效奖金;年终奖金;节日福利;五险一金;有餐补,TikTok,
燃气运营总监,1-1.5万,哈尔滨·松北区,8年及以上,本科,中国燃气控股有限公司,新能源,合资,500-1000人,五险一金;年终奖金;节日福利;带薪年假;培训,城市燃气;油气储运;业务管理;运营,
直播运营员,4-6千,无锡·宜兴市,2年,大专,宜兴市超时代建材有限公司,建筑/建材/工程,民营,少于50人,带薪年假;年终奖金;绩效奖金;五险;专业培训;通讯补贴,直接上镜;免费工作餐,
新媒体运营,8千-1万,南通·崇川区,1年及以上,大专,南通十全厨具有限公司,批发/零售,民营,50-150人,,运营;视频拍摄;后期制作,
账号运营,4-5千,东莞,1年及以上,大专,东莞嘉垚科技发展有限责任公司,计算机软件,民营,少于50人,,,
跨境电商运营/运营经理(J11099),8千-1.5万·14薪,佛山·顺德区,3年及以上,本科,广东万和新电气股份有限公司,家具/家电/玩具/礼品,已上市,10000人以上,五险一金;带薪年假;专业培训;福利宿舍;员工食堂,团建活动;节日礼物,
跨境电商运营专员,6千-1万·13薪,宁波·北仑区,1年及以上,大专,宁波钰诚企业管理咨询有限公司,专业服务(咨询、人力资源、财会),民营,50-150人,绩效奖金;专业培训,数据分析;运营;店铺运营;跨境电商;产品上架;开发新产品;价格调整;工艺品;摆件;CET4,
电商运营经理/主管,4-8千,九江·柴桑区,3-5年,中技/中专,江西龙腾生物高科技有限公司,医疗设备/器械,民营,50-150人,五险一金;双休;生日福利,数据分析;excel;医疗器械;成本控制;office;运营管理;电商,营销 营销策划 营销推广
国内电商运营（京东&天虹）,1-1.5万,深圳,2年及以上,本科,雅兰实业（深圳）有限公司,家具/家电/玩具/礼品,外资（非欧美）,1000-5000人,五险一金;节日福利,数据分析;需求分析;电子商务;补货;库存管理;广告投放;数据收集,销售 活动策划 销售计划
团体客户团队 套餐产品运营岗,8千-1.2万,上海,1年及以上,本科,中国平安财产保险股份有限公司上海分公司,保险,已上市,1000-5000人,五险一金;带薪年假,数据分析;excel;推广;信息收集;核保;精算;产品策划,客户服务 运营策略 销售支持
培训运营（线上运营方向）,2-3.5万,北京,5-7年,,北京三快在线科技有限公司,互联网/电子商务,已上市,10000人以上,,,
Wayfair运营,1-1.5万,杭州·拱墅区,2年及以上,本科,浙江恒健家居有限公司,互联网/电子商务,民营,150-500人,五险一金;带薪年假,产品上架;产品优化;数据;运营数据;爆款打造;广告策略;开品;竞对;差异化卖点,平台营销
电商运营专员,9千-1.2万,上海·闵行区,3-5年,大专,浙江安伴汽车安全急救技术股份有限公司上海分公司,汽车,民营,150-500人,五险一金,办公软件;数据分析;竞品分析;日常运营;渠道资源;产品上架;天猫;运营;淘宝天猫店铺,活动策划
考研项目 运营培训生（市场方向）,6-9千,南昌,无需经验,本科,新东方大学事业部,教育/培训/院校,已上市,150-500人,培训,数据分析;运营;团队管理;调研;市场信息;学生会;市场宣传;社团干部;资源挖掘;兼职;大学生,市场营销
渠道供应订单运营-500强药企,1.2-1.7万·13薪,上海,4年及以上,本科,北京外企德科人力资源服务上海有限公司,专业服务(咨询、人力资源、财会),民营,未知,五险一金,渠道供应;医药行业;商务运营;供应链订单;库存订单;商务订单;sap;管理规范;500强,
电商运营经理-双休-提供食宿,1.5-2万,佛山·南海区,5年及以上,本科,亚洲电缆集团有限公司,机械/设备/重工,民营,500-1000人,,,
燃气运营总监,1-1.5万,哈尔滨·松北区,8年及以上,本科,中国燃气控股有限公司,新能源,合资,500-1000人,五险一金;年终奖金;节日福利;带薪年假;培训,城市燃气;油气储运;业务管理;运营,
运营经理（医疗器械）,5-6千,成都·成华区,3年及以上,大专,上海建发致新医疗科技集团股份有限公司,医疗设备/器械,国企,1000-5000人,五险一金;餐饮补贴,办公软件;财务;医疗器械;项目管理;windows;医药学;医疗器械行业;开票;配送,销售
市场销售营运部经理,25-45万/年,深圳·坪山区,5年及以上,本科,广东曼森净化科技有限公司,建筑/建材/工程,民营,50-150人,下午茶;餐补;双休;培训;购买五险;五险一金,洁净工程;净化工程;客户代表;团建;年度体检;公积金,大客户开发
电商运营,5千-1万,北京,1年及以上,高中,北京工界装饰工程有限公司,家居/室内设计/装潢,民营,少于50人,五险;双休,,
国内电商运营,6千-1.2万,广州·黄埔区,2年及以上,大专,广州市诺尔曼电子商务有限公司,贸易/进出口,民营,50-150人,下午茶;年终奖;带薪年假,数据分析;推广;运营管理;电商;淘宝;电商平台;京东;数据整理;电商行业,电商营销
电商运营专员,5-8千,杭州,3年及以上,大专,湖北康正药业有限公司,制药/生物工程,民营,150-500人,培训,办公软件;数据分析;推广;市场分析;客情关系;电商平台;信息收集;产品运营;电商行业;团队建设,营销推广
海外仓运营经理,2.5-3.5万,深圳·龙岗区,5年及以上,本科,广州品晟供应链科技有限公司,贸易/进出口,外资（非欧美）,150-500人,五险一金;带薪年假;带薪病假;员工旅游;年终奖金;绩效奖金;出国机会;股票期权,海外仓;跨境物流;欧美地区;保险,
抖音直播运营,8千-1.5万,广州·从化区,3年及以上,本科,护王（广州）生物科技有限公司,制药/生物工程,民营,50-150人,五险;绩效奖金,数据分析;抖音;协调;投放策略;直播行业;分析直播数据;直播活动;优化直播效果;提升品牌曝光,
跨境电商运营,1.2-1.3万,广州,5年及以上,大专,广州康斯日用品科技有限公司,互联网/电子商务,事业单位,少于50人,,,
新媒体运营,8千-1万,南通·崇川区,1年及以上,大专,南通十全厨具有限公司,批发/零售,民营,50-150人,,运营;视频拍摄;后期制作,
新媒体运营,4-6千,秦皇岛·海港区,1年及以上,本科,北京火山动力网络技术有限公司,计算机服务(系统、数据服务、维修),民营,50-150人,,数据分析;抖音;广告;微信公众号;新媒体运营;微博,市场营销 品牌推广 运营策略
亚马逊运营（精品/双休/地铁口）,8千-1.6万,深圳·龙岗区,1年及以上,大专,宁波市芸蓁贸易有限公司,贸易/进出口,民营,500-1000人,双休;五险一金,运营策划;卖点提炼;备货计划;打爆款;广告打法;管理帐号安全;推广方案;精品;家具,销售数据分析
营运助理,3.5-4.5千·15薪,重庆·綦江区,无需经验,本科,重庆万达广场商业管理有限公司綦江分公司,物业管理/商业中心,民营,50-150人,五险一金;年终奖金;定期体检,商户管理;三餐免费,
电商运营,6千-1.2万,贵阳,无需经验,,贵州峥屿清科技有限公司,互联网/电子商务,创业公司,150-500人,弹性工作,兼职;电商运营;日结;电商;宝妈兼职;居家兼职;结算快;视频号运营;好上手;简单,
营运文员（景枫商管）,6-7千·14薪,南京·江宁区,1年及以上,本科,江苏景枫投资控股集团有限公司,房地产,民营,1000-5000人,五险一金;绩效奖金;年终奖金;专业培训;定期体检;餐饮补贴;节日福利;带薪年假;通讯补贴;周末双休,数据分析,
亚马逊运营（欧洲站）,6千-1万,广州·白云区,1年及以上,本科,广州市艾梦贸易有限公司,贸易/进出口,民营,少于50人,绩效奖金,市场调研;解决方案;市场分析;英语读写;处理客户投诉;推广计划;定价;数据统计分析;亚马逊运营,销售政策
商务运营助理,5-7千,上海·松江区,1年及以上,本科,炫途储能科技（上海）有限公司,电子技术/半导体/集成电路,民营,50-150人,,新媒体运营;电子商务;维护客户关系;发货;电商平台;文案撰写;售前咨询;售后处理;发票管理,市场营销
App产品运营（外语市场）,1.2-1.8万,广州·天河区,3-5年,本科,广东星鼎通信科技有限公司,通信/电信运营、增值服务,民营,50-150人,五险一金;年终奖金;定期体检,数据分析;英语读写;产品运营;用户运营;用户调研;用户研究;数据洞察,运营策略
营运助理/ 商场运营/商场管理,4-5千,佛山·顺德区,1年及以上,大专,佛山市顺德区海骏达商业管理投资有限公司,物业管理/商业中心,民营,150-500人,五险一金;技能培训;员工培训;入职培训,商场运营;购物中心;营运;商户管理;物业管理;品牌管理;晋升通道;晋升,
金海基地木片采购运营专员,6千-1.2万,儋州,5年及以上,本科,海南金海浆纸业有限公司,印刷/包装/造纸,外资（非欧美）,1000-5000人,五险一金;年终奖金,数据分析;统计;报表;跟单;物资盘点;外贸公司;工厂采购;供应计划;木材加工;统计日报表,
