职位,薪资,城市,经验,学历,公司,公司领域,公司性质,公司规模,福利标签,技能标签,岗位描述
研究员岗（理财子）,15-25万/年,青岛·崂山区,3年及以上,硕士,前锦网络信息技术（上海）有限公司,专业服务(咨询、人力资源、财会),外资（非欧美）,5000-10000人,保险,基金;理工科;cfa;债券;理财;深度报告;frm;薪资面议,金融 研究报告
投资者关系研究员,8千-1万·14薪,上海·浦东新区,无需经验,本科,九富公关顾问（上海）有限公司,公关/市场推广/会展,民营,50-150人,五险一金;补充医疗保险;员工旅游;通讯补贴;年终奖金;定期体检;节日福利,,投资者关系
策略研究员,18-26万/年,上海·浦东新区,2年及以上,本科,东海期货有限责任公司,金融/投资/证券,国企,150-500人,年终奖金;定期体检;餐饮补贴;通讯补贴;补充医疗保险,期货;行情分析;直播内容策划;期货交易规则,投资咨询
私募基金研究员,1.5-2.5万,上海·浦东新区,3年及以上,硕士,深圳市永佑顺财务代理有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,,证券从业资格;编程;写作;尽调;数理统计;定量分析;搭建模型,客户服务 研究报告 基金投资
细胞研究员,5.5-8.5千,杭州·滨江区,2年及以上,本科,杭州禾泰健宇生物科技有限公司,金融/投资/证券,民营,未知,五险一金;定期体检;专业培训;绩效奖金;餐饮补贴,生物学;药学;医学;细胞培养;细胞生物学;细胞筛选;项目调研,
财富顾问,6千-1万,上海·虹口区,2年,本科,金融街证券股份有限公司,金融/投资/证券,已上市,1000-5000人,,法律法规;自律规则;市场洞察力,客户开发 证券投资 金融产品销售 证券交易 研究报告 证券市场 投资理财咨询
美股研究助理,8千-1.2万,上海,无需经验,本科,上海道杰投资有限公司,金融/投资/证券,民营,少于50人,,财务;英语听读,
股票研究员,1-1.5万,上海,1-3年,硕士,上海道杰投资有限公司,金融/投资/证券,民营,少于50人,,英语;日语;股票;行业研究;听说读写;行业研究报告;公司研究;研报;能力优先,投资建议 研究报告 上市公司
高级财富顾问,4-8千,镇江,无需经验,本科,东吴证券股份有限公司镇江解放路证券营业部,金融/投资/证券,已上市,少于50人,专业培训;五险一金;绩效奖金;定期体检;周末双休;业绩提成,理财,金融 客户经理
证券投资顾问（理财经理）,1-2万,惠州·惠城区,3年及以上,本科,广发证券股份有限公司惠州下埔路证券营业部,金融/投资/证券,民营,少于50人,五险一金;绩效奖金;专业培训;年终奖金;定期体检;餐饮补贴;通讯补贴;补充医疗保险;交通补贴;带薪年假;节日福利,,
综合财富管理投资顾问,1.5-1.8万,北京·西城区,2年及以上,本科,中国中金财富证券有限公司,金融/投资/证券,国企,5000-10000人,,,上市公司
财富经理,7千-1万,东莞·大朗镇,无需经验,本科,光大证券股份有限公司东莞分公司,金融/投资/证券,国企,150-500人,五险一金;保险;专业培训;工会福利;定期体检;周末双休;带薪年假;绩效奖金;企业年金;绩效提成,央企;年度体检,
研究所医药研究员,1.5-2.5万,上海·浦东新区,1年及以上,硕士,开源证券股份有限公司,金融/投资/证券,国企,1000-5000人,五险一金;定期体检;餐饮补贴;通讯补贴;补充医疗保险;补充公积金;企业年金,,
理财经理,5千-1万,赣州·章贡区,2年及以上,本科,长江证券股份有限公司赣州五指峰路证券营业部,金融/投资/证券,已上市,未知,年终奖;带薪年假;双休;餐补;业绩提成;六险二金;健康体检,证券从业资格;基金从业资格;期货从业资格,投资咨询资格
投资顾问,7千-1.4万,广州·越秀区,2年及以上,本科,广发证券广州环市东路证券营业部,金融/投资/证券,已上市,5000-10000人,,,
互联网金融运营,5千-1万,武汉·江岸区,1年及以上,本科,方正证券股份有限公司,金融/投资/证券,民营,未知,五险一金;补充医疗保险;员工旅游;餐饮补贴;通讯补贴;专业培训;年终奖金,互联网,
广东分公司投资顾问、理财经理,5千-1万,广州·天河区,2年及以上,本科,江海证券有限公司,金融/投资/证券,国企,1000-5000人,五险一金;补充医疗保险,维护客户关系;经济;团队组建;开户;资金存取,市场营销 金融 证券投资 金融产品
分公司财富顾问,1-1.5万,成都·武侯区,2年及以上,本科,长江证券股份有限公司四川分公司,金融/投资/证券,已上市,500-1000人,五险一金;补充医疗保险;交通补贴;餐饮补贴;通讯补贴;绩效奖金;年终奖金;定期体检,,
业务总监,8千-1.6万,武汉·江汉区,3年及以上,本科,国泰海通证券股份有限公司武汉新华路证券营业部,金融/投资/证券,国企,未知,带薪年假;五险二金;培训;业绩提成;绩效奖励,慰问金;底薪;晋升机会;节假日;生日祝福;法定节假;专项奖励,
信用业务部 融资服务岗,1.5-3万,上海·浦东新区,1年及以上,本科,爱建证券有限责任公司,金融/投资/证券,国企,500-1000人,五险一金;交通补贴;餐饮补贴;通讯补贴;年终奖金;定期体检,,
证券交易员,8千-1.5万,石家庄·东开发区,无需经验,硕士,河北易稳投资有限公司,金融/投资/证券,民营,少于50人,餐饮补贴;绩效奖金;年终奖金,数学;数理分析;短线交易,
行业研究员,9-9.5千·13薪,上海·静安区,1年及以上,本科,灼识投资咨询（上海）有限公司,金融/投资/证券,民营,50-150人,,行业研究;尽调;管理咨询,金融
财富顾问,1-1.5万,东莞·大朗镇,无需经验,本科,光大证券股份有限公司东莞分公司,金融/投资/证券,国企,150-500人,专业培训;餐饮补贴;补充医疗保险;通讯补贴,市场分析;资产配置,营销 客户开发 财富管理 金融产品 投资建议
董事会事务主管,1.5-2.6万,上海·浦东新区,3年及以上,硕士,爱建证券有限责任公司,金融/投资/证券,国企,500-1000人,,办公软件;管理;证券从业资格;会计;经济;法律;企业管理;备案,金融 证券公司
平台管理岗（信息技术方向）,1-2万,上海·浦东新区,3年及以上,本科,爱建证券有限责任公司,金融/投资/证券,国企,500-1000人,,计算机;软件开发;基金;软件工程;微服务;jira;信息管理;pmp,证券行业 财富管理
投资顾问,6千-1.2万,北京·西城区,1年及以上,本科,五矿证券有限公司北京广安门外大街证券营业部,金融/投资/证券,国企,未知,绩效奖金;五险一金;带薪年假,,
证券研究所-行业分析师岗（创新药方向）,1-1.8万,上海·浦东新区,1年及以上,硕士,爱建证券有限责任公司,金融/投资/证券,国企,500-1000人,,,
资管-多资产投资组-商品CTA研究员,2-3万,上海·浦东新区,2年及以上,硕士,爱建证券有限责任公司,金融/投资/证券,国企,500-1000人,用餐补贴,计算机;管理;证券从业资格;c++;经济;matlab;编程语言;系统开发,金融 投资建议 上市公司
金融顾问,1.5-3万,青岛,3年及以上,本科,国金证券股份有限公司青岛香港中路证券营业部,金融/投资/证券,已上市,少于50人,五险一金;补充医疗保险;交通补贴;餐饮补贴;通讯补贴;专业培训,私行PB,银行理财经理 投资顾问 理财顾问
投资银行部—实习生,3千及以下,上海·浦东新区,无需经验,本科,爱建证券有限责任公司,金融/投资/证券,国企,500-1000人,培训,excel;财务;word;尽职调查;经济;软件;投行;会计师事务所,金融 ipo
投资顾问,1-1.5万,广州·越秀区,2年及以上,本科,国信证券广州分公司,金融/投资/证券,国企,150-500人,带薪年假;周末双休;节日福利;五险一金;定期体检;绩效奖金;专业培训;餐饮补贴;员工旅游;企业年金;五险二金,,
长江证券-审计岗(J11174),1.2-1.6万·15薪,武汉·江汉区,2年及以上,硕士,长江证券股份有限公司,金融/投资/证券,国企,未知,年终奖金;定期体检;餐饮补贴;带薪年假;节日福利;通讯补贴,审计;会计;法律,金融 金融机构 证券公司
私募证券投资基金经理,1-1.2万,重庆·渝北区,3-4年,大专,四川巴罗股权投资基金管理有限公司,金融/投资/证券,民营,少于50人,五险一金,,
日语证券分析师,1-1.2万·13薪,上海·闵行区,无需经验,本科,易唯思商务咨询（上海）有限公司,专业服务(咨询、人力资源、财会),外资（欧美）,150-500人,五险一金;年终奖金;专业培训,日语;二级行研;股票分析师;公司估值;研报撰写;CFA;DCF,金融 卖方研究
投资研究岗(固有业务部),15-25万/年,西安·新城区,5年及以上,硕士,西部信托有限公司,金融/投资/证券,国企,150-500人,五险一金;定期体检;周末双休,管理;证券从业资格;经济;资产配置;产品管理;风险识别,金融 证券市场 金融投资
研究所机构销售经理,1.5-2.5万,深圳·福田区,1年,硕士,开源证券股份有限公司,金融/投资/证券,国企,1000-5000人,,公募基金;客户开拓;会务安排;组织策划,
机构业务经理,30-60万/年,惠州·惠城区,2年及以上,本科,广发证券股份有限公司惠州下埔路证券营业部,金融/投资/证券,民营,少于50人,五险一金;绩效奖金;定期体检;年终奖金;餐饮补贴;补充医疗保险;交通补贴;带薪年假;补充公积金;节日福利;做五休二,,
研究所私募机构销售经理,1.5-2.5万,深圳·福田区,1年及以上,硕士,开源证券股份有限公司,金融/投资/证券,国企,1000-5000人,,私募基金;客户开拓;会务安排;组织策划,
研究所机械行业研究员/研究助理(000592),1.5-2.5万,上海·浦东新区,2年及以上,硕士,国盛证券有限责任公司,金融/投资/证券,国企,1000-5000人,培训,证券从业资格;调研;深度报告;电话会议;分析师;佣金,路演 上市公司
私人财富顾问,1.2-2.4万,广州·越秀区,3年及以上,本科,广发证券广州环市东路证券营业部,金融/投资/证券,已上市,5000-10000人,培训,,
研究所新消费（零售社服）研究员,1.5-2.5万,深圳·福田区,1-3年,硕士,开源证券股份有限公司,金融/投资/证券,国企,1000-5000人,五险一金;定期体检;餐饮补贴;通讯补贴;补充医疗保险;补充公积金;企业年金,,
客户经理（财富管理）,1.2-1.8万,上海·浦东新区,3年及以上,本科,中信证券股份有限公司上海世博馆路证券营业部,金融/投资/证券,已上市,10000人以上,入职培训;五险一金;补充医疗保险,管理;证券从业资格;经济,销售 金融 银行 证券行业 金融行业 金融产品
研究所新消费（零售社服）研究员,1.5-2.5万,北京·西城区,1-3年,硕士,开源证券股份有限公司,金融/投资/证券,国企,1000-5000人,五险一金;定期体检;餐饮补贴;通讯补贴;补充医疗保险;补充公积金;企业年金,,
首席客户经理,1.5-3万,上海·浦东新区,3年及以上,本科,中信证券股份有限公司上海浦东新区联洋证券营业部,金融/投资/证券,已上市,10000人以上,五险一金;绩效奖金;专业培训;定期体检;年终奖金;餐饮补贴;补充医疗保险;通讯补贴;交通补贴;带薪年假;节日福利,,
机构销售岗,1.5-3万,上海·浦东新区,3-4年,本科,中信证券股份有限公司上海浦东新区东方路证券营业部,金融/投资/证券,已上市,10000人以上,五险一金;补充医疗保险;补充公积金;餐饮补贴;通讯补贴;绩效奖金;年终奖金;专业培训;定期体检;补充养老保险,,
机构销售岗,1.5-3万,上海·浦东新区,3-4年,本科,中信证券股份有限公司上海浦东新区东方路证券营业部,金融/投资/证券,已上市,10000人以上,五险一金;补充医疗保险;补充公积金;餐饮补贴;通讯补贴;绩效奖金;年终奖金;专业培训;定期体检;补充养老保险,,
资产管理部-机构销售总监,2-4万,上海·虹口区,5年及以上,硕士,江海证券有限公司,金融/投资/证券,国企,1000-5000人,保险;五险一金;做五休二,证券从业资格;推广;团队管理;经济;市场分析,销售 营销 金融 品牌推广
研究院--机械制造研究岗,13.2-22.8万/年,深圳·福田区,5年及以上,硕士,西南证券股份有限公司,金融/投资/证券,国企,1000-5000人,,管理;经济;机械行业;cfa;英语听说读写;cpa;新能源,金融 投资 路演 投资组合
证券投资顾问,1-2万,上海·黄浦区,1年及以上,本科,金融街证券股份有限公司,金融/投资/证券,已上市,1000-5000人,五险一金;绩效奖金,咨询服务;资产配置方案;开户;资金存取,证券投资分析 证券市场 证券公司 上市公司
上市公司服务经理,1-2万,武汉·武昌区,3年及以上,本科,东方财富证券股份有限公司,金融/投资/证券,民营,1000-5000人,五险一金;员工旅游;专业培训;年终奖金;定期体检,机构业务,银行对公 证券公司 上市公司服务 金融产品销售
管理型客户经理(J13497),5-8千,成都,2年及以上,本科,东北证券股份有限公司,金融/投资/证券,已上市,1000-5000人,五险一金;绩效奖金;专业培训;定期体检;年终奖金,,
客户经理(J13040)-上海峨山,5千-1万,上海·浦东新区,无需经验,本科,东北证券股份有限公司,金融/投资/证券,已上市,1000-5000人,五险一金;补充医疗保险;交通补贴;专业培训;绩效奖金;年终奖金,证券从业资格;基金从业资格,客户经理 证券投资
券商AI量化研究岗,2.5-3.5万,上海·浦东新区,2年及以上,硕士,开源证券股份有限公司,金融/投资/证券,国企,1000-5000人,五险一金;定期体检;补充医疗保险,计算机;java;c++;数学;物理;理工;机器学习;数据挖掘;深度学习,量化投资
证券投资顾问,7千-1.4万,武汉·武昌区,2年及以上,本科,华泰证券股份有限公司湖北分公司,金融/投资/证券,已上市,150-500人,绩效奖金;专业培训;定期体检;年终奖金;餐饮补贴;通讯补贴;补充医疗保险;员工旅游;带薪年假;节日福利;周末双休,,
机构业务专岗,30-60万/年,上海·长宁区,3-4年,本科,招商证券股份有限公司上海娄山关路证券营业部,金融/投资/证券,已上市,10000人以上,保险;五险一金;专业培训;年终奖金;绩效奖金,私募;信托;期货;基金,证券 金融
机构业务部-机构销售,8千-1.5万,上海·浦东新区,3年及以上,本科,爱建证券有限责任公司,金融/投资/证券,国企,500-1000人,,excel;word;wind;powerpoint;数据整理;资料准备;同花顺;研究服务,证券行业 研究报告
财富总监,1-2万,南昌·红谷滩区,5年及以上,本科,天风证券股份有限公司江西分公司,金融/投资/证券,民营,1000-5000人,五险一金;补充医疗保险;餐饮补贴;员工旅游;专业培训;定期体检;绩效奖金;年终奖金;通讯补贴,弹性工作,
信息技术总部算法开发岗(000599),1.5-2.5万,南昌·红谷滩区,3年及以上,本科,国盛证券有限责任公司,金融/投资/证券,国企,1000-5000人,,java;数据结构;编程语言;算法;机器学习;深度学习;pandas;tensorflow;numpy;算法设计,
业务支持岗,1-1.2万,东莞·南城区,1年及以上,硕士,光大证券股份有限公司东莞分公司,金融/投资/证券,国企,150-500人,绩效奖金;定期体检;补充医疗保险;周末双休;带薪年假;专业培训;工会福利;五险二金;业绩提成,,证券
研究院—上海销售岗,13.2-22.8万/年,上海,5年及以上,硕士,西南证券股份有限公司,金融/投资/证券,国企,1000-5000人,,,销售 营销 机构销售 开发服务 经管 证券 上市公司
研究院广深销售岗,13.2-22.8万/年,深圳·福田区,3年及以上,硕士,西南证券股份有限公司,金融/投资/证券,国企,1000-5000人,,,销售 营销 机构销售 开发服务 经管 证券 上市公司
私人财富经理/总监岗,4-7万,广州·天河区,3-4年,本科,广发证券广州黄埔大道营业部,金融/投资/证券,民营,500-1000人,五险一金;专业培训;定期体检;绩效奖金;年终奖金,,
证券投资顾问,6千-1.2万,杭州,2年及以上,本科,爱建证券有限责任公司,金融/投资/证券,国企,500-1000人,保险;五险一金;绩效奖金,基金;方案设计;咨询服务;市场分析;客户资源,销售 金融 银行 金融产品
财富管理师,5千-1万,重庆·江北区,1年,本科,华鑫证券有限责任公司,金融/投资/证券,国企,1000-5000人,员工旅游;专业培训;五险一金;绩效奖金;补充医疗保险;交通补贴;餐饮补贴;年终奖金;定期体检,,
投资顾问、业务经理-财富管理方向,1-1.1万,北京·朝阳区,2年及以上,本科,国泰海通证券股份有限公司北京分公司,金融/投资/证券,已上市,未知,五险一金;绩效奖金;专业培训,维护客户;理财;开拓新客户;产品配置;财富规划;配置资产,投资理财 金融服务方案
数据管理岗,1-1.1万,北京·海淀区,2年及以上,硕士,国泰海通证券股份有限公司北京分公司,金融/投资/证券,已上市,未知,绩效奖金;年终奖金;补充医疗保险,java;ai;hadoop;编程语言;hive;spark;数据采集;人工智能,金融 金融行业
投资顾问、业务经理,1-1.1万,北京·海淀区,2年及以上,本科,国泰海通证券股份有限公司北京分公司,金融/投资/证券,已上市,未知,五险一金;绩效奖金;定期体检;年终奖金;补充医疗保险;带薪年假;企业年金;降温取暖费,,
业务经理--财富管理方向,1-1.1万,北京·怀柔区,2年及以上,本科,国泰海通证券股份有限公司北京分公司,金融/投资/证券,已上市,未知,绩效奖金;五险一金;年终奖金;定期体检;补充医疗保险;带薪年假,维护客户;开拓新客户;财富规划;配置资产,投资理财
投资顾问、业务经理-机构业务方向,1-1.1万,北京,2年及以上,本科,国泰海通证券股份有限公司北京分公司,金融/投资/证券,已上市,未知,五险一金;绩效奖金;定期体检;年终奖金;补充医疗保险;带薪年假;企业年金,股权质押;私募托管;定制化理财,
定价发行岗,7.5千-1.5万,深圳·福田区,2年及以上,硕士,招商证券股份有限公司,金融/投资/证券,国企,10000人以上,五险一金,财务;法律;企业债;公司债;定价;固定收益产品,销售 金融 金融债 资产支持证券
资产管理部销售经理（渠道经理/机构销售）,1.5-3万,北京·东城区,1-3年,硕士,世纪证券有限责任公司,金融/投资/证券,国企,1000-5000人,五险一金;补充医疗保险,管理;公募基金;资管;资格证书,营销 金融 客户服务 营销方案 营销推广 产品销售
研究所-金融与量化研究部-固定收益量化研究岗G01337,1.5-3万,深圳·福田区,2年及以上,硕士,中信期货有限公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金;餐补;通讯补贴;带薪年假;补充医疗保险;定期体检;节日福利;补充公积金;补充企业年金;专业培训,,
证券事务代表,1-1.5万,随州,3年及以上,硕士,湖北金龙新材料有限公司,服装/纺织/皮革,民营,150-500人,,,上市公司
证券事务岗,8千-1.4万,银川,2年及以上,硕士,青龙管业集团股份有限公司,建筑/建材/工程,已上市,1000-5000人,,分析报告;信息披露;股东档案,资本市场 资本市场融资 股东大会 上市公司
产业分析师/产业研究员,7千-1.1万·13薪,阳江·阳东区,1年及以上,本科,阳江海伽阳投资开发集团有限公司,金融/投资/证券,民营,未知,五险一金;定期体检,客户沟通;项目申报;数据分析处理;项目计划书;产业研究;行业调研;产业经济,研究报告 产业投资
股指期货研究员,1-1.5万,上海·浦东新区,2年,硕士,恒泰期货股份有限公司,金融/投资/证券,国企,50-150人,五险一金;定期体检;餐饮补贴;年终奖金;专业培训;节日慰问,股指期货;期货研究,金融期货 宏观研究
证券事务代表候选人,8千-1万,赣州,1-3年,硕士,崇义章源钨业股份有限公司大余石雷钨矿,原材料和加工,民营,1000-5000人,,财务;法律;信息披露;再融资;股权激励;接待活动;报告审计;员工宿舍,投资者关系 董事会办公室 证券事务专员
中证资本-场内业务部-量化策略研究员G01325,2-4万,上海·浦东新区,2年及以上,博士,中信期货有限公司,金融/投资/证券,国企,1000-5000人,五险一金;补充医疗保险;补充公积金;补充企业年金;专业培训,,
量化数据研究员/股票量化研究员,10-20万/年,深圳·宝安区,1年,本科,深圳市中泰安投资有限公司,金融/投资/证券,民营,少于50人,,股票量化策略;发掘数据规律;python;c++;数学;计算机;统计;数据挖掘;数理统计,金融数据分析
行业研究员/股票研究员,6千-1.2万·13薪,宁波,5年及以上,硕士,宁波汇聚产业园发展有限公司,房地产,民营,50-150人,年终奖金;专业培训;五险一金,线上办公,
资深行业研究员,1-2万,上海·虹口区,3年及以上,硕士,上海昱奕资产管理有限公司,金融/投资/证券,民营,少于50人,餐补,调研;财会;行业研究报告;研究;宏观数据,金融 投资建议 投资策略 研究报告 投资机构 上市公司
卖方证券分析师,9.5千-1万·13薪,上海·闵行区,无需经验,本科,易唯思商务咨询（上海）有限公司,专业服务(咨询、人力资源、财会),外资（欧美）,150-500人,五险一金;年终奖金,股票研究;股票分析师;CFA;DCF;公司估值;研报撰写,外资银行 二级市场 金融 卖方研究
投资顾问,5千-1万,昆明·五华区,2年及以上,本科,中银国际证券股份有限公司云南分公司,金融/投资/证券,已上市,1000-5000人,五险一金;绩效奖金;专业培训;补充医疗保险,证券从业资格;基金从业资格,证券投资顾问
市场拓展部—企业家办公室业务方向,1.5-3万,上海·浦东新区,3-4年,本科,中信证券股份有限公司上海浦东新区东方路证券营业部,金融/投资/证券,已上市,10000人以上,五险一金;补充医疗保险;补充公积金;餐饮补贴;通讯补贴;绩效奖金;年终奖金;专业培训;定期体检;补充养老保险,,
